516,o,old,1
125,o,old,0
40,o,old,1
26,o,old,0
159,o,old,1
414,o,old,1
375,o,old,1
308,o,old,0
260,o,old,0
261,o,new,NA
124,o,old,0
300,o,old,1
382,o,old,1
487,o,old,0
174,o,old,0
213,o,old,0
507,o,new,NA
378,o,old,1
419,o,old,0
456,o,old,0
497,o,old,0
416,o,old,1
242,o,old,1
62,o,old,1
94,o,old,0
118,o,old,0
75,o,old,1
131,o,old,0
176,o,old,0
101,o,old,1
20,o,new,NA
335,o,new,NA
165,o,old,0
363,o,old,1
98,o,old,1
54,o,old,0
53,o,old,0
152,o,new,NA
404,o,old,1
298,o,old,0
517,o,new,NA
268,o,old,0
69,o,old,1
476,o,old,1
157,o,old,1
436,o,old,1
462,o,new,NA
95,o,old,0
203,o,old,0
222,o,old,0
464,o,old,1
198,o,old,0
211,o,new,NA
114,o,old,0
13,o,new,NA
294,o,old,1
68,o,old,0
115,o,new,NA
344,o,old,0
471,o,new,NA
36,o,old,1
19,o,new,NA
223,o,old,0
217,o,old,1
490,o,new,NA
432,o,old,1
181,o,old,0
28,o,old,0
199,o,new,NA
172,o,old,0
409,o,old,0
470,o,new,NA
80,o,old,1
366,o,new,NA
412,o,new,NA
245,o,old,1
239,o,old,0
322,o,new,NA
458,o,old,0
22,o,new,NA
218,o,old,1
357,o,new,NA
353,o,new,NA
194,o,old,0
135,o,old,1
331,o,old,0
395,o,old,0
178,o,old,0
473,o,old,1
30,o,old,0
145,o,old,0
431,o,old,0
27,o,old,1
299,o,old,0
234,o,old,0
206,o,old,0
149,o,old,1
9,o,old,0
15,o,new,NA
360,o,old,0
201,o,old,1
346,o,old,0
236,o,old,1
511,o,old,1
221,o,old,1
158,o,new,NA
151,o,old,1
31,o,old,1
465,o,old,1
367,o,new,NA
14,o,old,0
254,o,old,1
503,o,old,1
33,o,new,NA
137,o,new,NA
391,o,old,0
82,o,old,1
216,o,old,1
273,o,old,0
448,o,new,NA
301,o,old,0
241,o,old,1
263,o,old,0
407,o,old,0
45,o,new,NA
88,o,old,0
97,o,new,NA
442,o,old,1
208,o,new,NA
394,o,old,1
93,o,old,1
277,o,old,0
338,o,old,0
422,o,new,NA
109,o,old,1
466,o,old,0
461,o,old,1
418,o,new,NA
445,o,old,0
65,o,old,0
333,o,old,1
441,o,new,NA
73,o,old,0
232,o,old,1
1,o,old,0
410,o,old,0
270,o,old,1
383,o,old,0
81,o,old,1
296,o,old,1
453,o,old,1
110,o,new,NA
401,o,old,1
339,o,old,0
229,o,old,1
519,o,old,1
460,o,old,0
321,o,new,NA
57,o,old,0
349,o,old,1
120,o,old,0
504,o,old,1
83,o,old,0
70,o,old,0
195,o,new,NA
21,o,old,0
78,o,old,0
439,o,old,0
392,o,old,0
89,o,new,NA
488,o,new,NA
271,o,old,1
280,o,new,NA
6,o,old,0
84,o,old,1
361,o,new,NA
514,o,old,1
310,o,old,0
426,o,new,NA
508,o,old,0
281,o,old,1
136,o,old,1
384,o,old,0
147,o,old,1
315,o,old,1
512,o,old,1
411,o,old,0
449,o,old,0
235,o,old,0
43,o,new,NA
368,o,old,1
104,o,old,0
475,o,old,1
492,o,old,0
317,o,old,1
148,o,old,0
311,o,old,1
272,o,old,1
237,o,new,NA
405,o,new,NA
37,o,old,1
266,o,old,1
387,o,old,1
139,o,old,0
423,o,new,NA
288,o,old,0
247,o,old,0
52,o,old,1
153,o,old,1
16,o,new,NA
50,o,old,1
306,o,old,1
215,o,old,1
170,o,new,NA
265,o,new,NA
324,o,new,NA
292,o,new,NA
400,o,old,0
230,o,old,0
455,o,old,1
44,o,new,NA
447,o,old,1
42,o,new,NA
177,o,old,0
185,o,old,0
313,o,new,NA
499,o,old,1
202,o,old,1
192,o,old,0
427,o,old,1
220,o,old,1
424,o,old,0
501,o,old,0
113,o,old,0
309,o,old,1
63,o,new,NA
359,o,old,1
107,o,old,0
365,o,old,1
316,o,old,0
92,o,new,NA
446,o,old,0
186,o,old,1
262,o,new,NA
440,o,old,1
166,o,old,1
379,o,old,1
23,o,old,0
433,o,old,1
282,o,new,NA
129,o,old,1
302,o,old,1
334,o,old,1
494,o,old,0
3,o,old,0
180,o,old,0
467,o,old,1
406,o,old,0
160,o,new,NA
506,o,old,1
253,o,old,1
415,o,old,0
17,o,old,0
505,o,old,0
60,o,old,0
187,o,old,1
49,o,old,1
443,o,old,1
251,o,old,1
397,o,old,1
386,o,new,NA
132,o,new,NA
41,o,old,0
284,o,new,NA
256,o,new,NA
457,o,old,0
205,o,old,0
318,o,new,NA
320,o,old,0
143,o,old,0
47,o,new,NA
56,o,old,1
67,o,old,0
100,o,old,1
385,o,old,1
388,o,old,1
330,o,new,NA
90,o,old,0
8,o,old,0
332,o,old,1
168,o,old,0
173,o,old,0
212,o,old,0
5,o,new,NA
482,o,new,NA
480,o,new,NA
144,o,new,NA
61,o,old,0
495,o,old,0
167,o,old,0
85,o,old,0
421,o,old,1
219,o,old,0
425,o,old,0
240,o,old,1
34,o,new,NA
163,o,old,1
250,o,new,NA
489,o,new,NA
510,o,new,NA
25,o,old,0
38,o,old,1
48,o,old,1
326,o,new,NA
130,o,old,1
209,o,old,0
183,o,old,1
252,o,old,1
434,o,old,1
66,o,old,0
244,o,new,NA
96,o,old,1
225,o,old,1
485,o,old,1
